dataset,subject,sess,trial,eeg_path,stimuli,speaker,sr,onset,dur,lens,split,sti_feature_path
SPARR,sub-009,ses-shortstories01,run-06_desc-preproc-audio-audiobook_2_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_2_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_2_1.wav,SPARR_spk-02,64,26.55,793.0,50752,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_2_1.npy
SPARR,sub-009,ses-shortstories01,run-02_desc-preproc-audio-audiobook_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_3.wav,SPARR_spk-02,64,4.32,965.0,61760,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_3.npy
SPARR,sub-009,ses-shortstories01,run-10_desc-preproc-audio-audiobook_5_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_5_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_3.wav,SPARR_spk-04,64,10.61,955.0,61120,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_3.npy
SPARR,sub-009,ses-shortstories01,run-03_desc-preproc-audio-audiobook_6_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_6_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_6_1.wav,SPARR_spk-04,64,4.76,835.0,53440,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_6_1.npy
SPARR,sub-009,ses-shortstories01,run-09_desc-preproc-audio-audiobook_5_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_5_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_2.wav,SPARR_spk-04,64,7.01,912.0,58368,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_2.npy
SPARR,sub-009,ses-shortstories01,run-05_desc-preproc-audio-audiobook_4,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_4_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_4.wav,SPARR_spk-03,64,7.87,816.0,52224,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_4.npy
SPARR,sub-009,ses-shortstories01,run-01_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,5.02,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-009,ses-shortstories01,run-04_desc-preproc-audio-audiobook_6_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_6_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_6_2.wav,SPARR_spk-04,64,4.33,835.0,53440,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_6_2.npy
SPARR,sub-009,ses-shortstories01,run-08_desc-preproc-audio-audiobook_5_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_5_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_1.wav,SPARR_spk-04,64,4.49,909.0,58176,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_1.npy
SPARR,sub-009,ses-shortstories01,run-07_desc-preproc-audio-audiobook_2_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-009/ses-shortstories01/sub-009_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_2_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_2_2.wav,SPARR_spk-02,64,7.46,793.0,50752,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_2_2.npy
SPARR,sub-059,ses-varyingStories07,run-06_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-06_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,10.55,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-059,ses-varyingStories07,run-07_desc-preproc-audio-podcast_24,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-07_desc-preproc-audio-podcast_24_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_24.wav,SPARR_spk-00,64,10.07,995.0,63680,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_24.npy
SPARR,sub-059,ses-varyingStories07,run-02_desc-preproc-audio-podcast_27,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-02_desc-preproc-audio-podcast_27_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_27.wav,SPARR_spk-00,64,7.08,876.0,56064,val,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_27.npy
SPARR,sub-059,ses-varyingStories07,run-01_desc-preproc-audio-podcast_25,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-01_desc-preproc-audio-podcast_25_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_25.wav,SPARR_spk-00,64,18.2,973.0,62272,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_25.npy
SPARR,sub-059,ses-varyingStories07,run-08_desc-preproc-audio-podcast_26,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-08_desc-preproc-audio-podcast_26_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_26.wav,SPARR_spk-00,64,11.95,792.0,50688,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_26.npy
SPARR,sub-059,ses-varyingStories07,run-04_desc-preproc-audio-audiobook_13_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-04_desc-preproc-audio-audiobook_13_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_13_2.wav,SPARR_spk-01,64,7.25,854.0,54656,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_13_2.npy
SPARR,sub-059,ses-varyingStories07,run-03_desc-preproc-audio-audiobook_13_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-059/ses-varyingStories07/sub-059_ses-varyingStories07_task-listeningActive_run-03_desc-preproc-audio-audiobook_13_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_13_1.wav,SPARR_spk-01,64,5.57,1004.0,64256,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_13_1.npy
SPARR,sub-007,ses-shortstories01,run-08_desc-preproc-audio-audiobook_4,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_4_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_4.wav,SPARR_spk-03,64,3.99,816.0,52224,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_4.npy
SPARR,sub-007,ses-shortstories01,run-04_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,4.6,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-007,ses-shortstories01,run-01_desc-preproc-audio-audiobook_5_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_1.wav,SPARR_spk-04,64,5.51,909.0,58176,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_1.npy
SPARR,sub-007,ses-shortstories01,run-05_desc-preproc-audio-audiobook_6_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_6_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_6_1.wav,SPARR_spk-04,64,5.01,835.0,53440,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_6_1.npy
SPARR,sub-007,ses-shortstories01,run-03_desc-preproc-audio-audiobook_5_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_3.wav,SPARR_spk-04,64,4.43,955.0,61120,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_3.npy
SPARR,sub-007,ses-shortstories01,run-07_desc-preproc-audio-audiobook_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_3.wav,SPARR_spk-02,64,4.21,965.0,61760,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_3.npy
SPARR,sub-007,ses-shortstories01,run-09_desc-preproc-audio-audiobook_2_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_2_1.wav,SPARR_spk-02,64,4.26,793.0,50752,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_2_1.npy
SPARR,sub-007,ses-shortstories01,run-10_desc-preproc-audio-audiobook_2_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_2_2.wav,SPARR_spk-02,64,6.92,793.0,50752,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_2_2.npy
SPARR,sub-007,ses-shortstories01,run-06_desc-preproc-audio-audiobook_6_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_6_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_6_2.wav,SPARR_spk-04,64,4.17,835.0,53440,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_6_2.npy
SPARR,sub-007,ses-shortstories01,run-02_desc-preproc-audio-audiobook_5_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-007/ses-shortstories01/sub-007_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_2.wav,SPARR_spk-04,64,9.55,912.0,58368,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_2.npy
SPARR,sub-057,ses-varyingStories07,run-08_desc-preproc-audio-podcast_25,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-08_desc-preproc-audio-podcast_25_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_25.wav,SPARR_spk-00,64,4.96,973.0,62272,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_25.npy
SPARR,sub-057,ses-varyingStories07,run-02_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-02_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,6.43,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-057,ses-varyingStories07,run-07_desc-preproc-audio-audiobook_13_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-07_desc-preproc-audio-audiobook_13_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_13_2.wav,SPARR_spk-01,64,3.75,854.0,54656,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_13_2.npy
SPARR,sub-057,ses-varyingStories07,run-01_desc-preproc-audio-podcast_27,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-01_desc-preproc-audio-podcast_27_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_27.wav,SPARR_spk-00,64,6.18,876.0,56064,val,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_27.npy
SPARR,sub-057,ses-varyingStories07,run-04_desc-preproc-audio-podcast_24,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-04_desc-preproc-audio-podcast_24_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_24.wav,SPARR_spk-00,64,9.91,995.0,63680,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_24.npy
SPARR,sub-057,ses-varyingStories07,run-05_desc-preproc-audio-podcast_26,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-05_desc-preproc-audio-podcast_26_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_26.wav,SPARR_spk-00,64,7.53,792.0,50688,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_26.npy
SPARR,sub-057,ses-varyingStories07,run-06_desc-preproc-audio-audiobook_13_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-057/ses-varyingStories07/sub-057_ses-varyingStories07_task-listeningActive_run-06_desc-preproc-audio-audiobook_13_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_13_1.wav,SPARR_spk-01,64,6.07,1004.0,64256,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_13_1.npy
SPARR,sub-005,ses-shortstories01,run-01_desc-preproc-audio-audiobook_6_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_6_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_6_1.wav,SPARR_spk-04,64,4.82,835.0,53440,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_6_1.npy
SPARR,sub-005,ses-shortstories01,run-06_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,4.26,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-005,ses-shortstories01,run-07_desc-preproc-audio-audiobook_2_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_2_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_2_1.wav,SPARR_spk-02,64,6.04,793.0,50752,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_2_1.npy
SPARR,sub-005,ses-shortstories01,run-10_desc-preproc-audio-audiobook_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_3.wav,SPARR_spk-02,64,3.51,965.0,61760,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_3.npy
SPARR,sub-005,ses-shortstories01,run-02_desc-preproc-audio-audiobook_6_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_6_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_6_2.wav,SPARR_spk-04,64,5.04,835.0,53440,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_6_2.npy
SPARR,sub-005,ses-shortstories01,run-03_desc-preproc-audio-audiobook_5_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_1.wav,SPARR_spk-04,64,4.36,909.0,58176,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_1.npy
SPARR,sub-005,ses-shortstories01,run-05_desc-preproc-audio-audiobook_5_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_5_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_3.wav,SPARR_spk-04,64,4.35,955.0,61120,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_3.npy
SPARR,sub-005,ses-shortstories01,run-08_desc-preproc-audio-audiobook_2_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_2_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_2_2.wav,SPARR_spk-02,64,4.72,793.0,50752,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_2_2.npy
SPARR,sub-005,ses-shortstories01,run-04_desc-preproc-audio-audiobook_5_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-005/ses-shortstories01/sub-005_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_5_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_5_2.wav,SPARR_spk-04,64,3.01,912.0,58368,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_5_2.npy
SPARR,sub-055,ses-varyingStories06,run-09_desc-preproc-audio-podcast_22,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-09_desc-preproc-audio-podcast_22_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_22.wav,SPARR_spk-00,64,18.59,631.0,40384,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_22.npy
SPARR,sub-055,ses-varyingStories06,run-02_desc-preproc-audio-podcast_20,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-02_desc-preproc-audio-podcast_20_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_20.wav,SPARR_spk-00,64,7.92,799.0,51136,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_20.npy
SPARR,sub-055,ses-varyingStories06,run-04_desc-preproc-audio-audiobook_12_2,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-04_desc-preproc-audio-audiobook_12_2_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_12_2.wav,SPARR_spk-01,64,5.57,762.0,48768,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_12_2.npy
SPARR,sub-055,ses-varyingStories06,run-01_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,13.01,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-055,ses-varyingStories06,run-03_desc-preproc-audio-audiobook_12_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-03_desc-preproc-audio-audiobook_12_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_12_1.wav,SPARR_spk-01,64,13.94,662.0,42368,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_12_1.npy
SPARR,sub-055,ses-varyingStories06,run-06_desc-preproc-audio-podcast_21,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-06_desc-preproc-audio-podcast_21_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_21.wav,SPARR_spk-00,64,15.53,1057.0,67648,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_21.npy
SPARR,sub-055,ses-varyingStories06,run-07_desc-preproc-audio-podcast_23,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-055/ses-varyingStories06/sub-055_ses-varyingStories06_task-listeningActive_run-07_desc-preproc-audio-podcast_23_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_23.wav,SPARR_spk-00,64,11.75,849.0,54336,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_23.npy
SPARR,sub-028,ses-varyingStories01,run-06_desc-preproc-audio-audiobook_7_3,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_7_3_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_7_3.wav,SPARR_spk-05,64,3.73,238.0,15232,val,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_7_3.npy
SPARR,sub-028,ses-varyingStories01,run-07_desc-preproc-audio-audiobook_7_4,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_7_4_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_7_4.wav,SPARR_spk-05,64,5.22,329.0,21056,val,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_7_4.npy
SPARR,sub-028,ses-varyingStories01,run-02_desc-preproc-audio-podcast_4,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-02_desc-preproc-audio-podcast_4_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_4.wav,SPARR_spk-00,64,6.52,990.0,63360,test,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_4.npy
SPARR,sub-028,ses-varyingStories01,run-13_desc-preproc-audio-audiobook_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-13_desc-preproc-audio-audiobook_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_1.wav,SPARR_spk-01,64,4.02,939.0,60096,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_1.npy
SPARR,sub-028,ses-varyingStories01,run-03_desc-preproc-audio-podcast_10,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-03_desc-preproc-audio-podcast_10_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_10.wav,SPARR_spk-00,64,5.89,838.0,53632,train,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_10.npy
SPARR,sub-028,ses-varyingStories01,run-01_desc-preproc-audio-podcast_1,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-01_desc-preproc-audio-podcast_1_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_podcast_1.wav,SPARR_spk-00,64,5.93,956.0,61184,val,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_podcast_1.npy
SPARR,sub-028,ses-varyingStories01,run-08_desc-preproc-audio-audiobook_7_5,ROOT/SparrKULee/derivatives/preprocessed_eeg/sub-028/ses-varyingStories01/sub-028_ses-varyingStories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_7_5_eeg.npy,ROOT/SparrKULee/stimuli/clean_wavs/clean_wavs_audiobook_7_5.wav,SPARR_spk-05,64,5.02,122.0,7808,val,ROOT/SparrKULee/stimuli/clean_feats/clean_wavs_audiobook_7_5.npy
