subj,sess,trial,eeg_path,split,lens
sub-026,ses-shortstories01,run-03_desc-preproc-audio-audiobook_5_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-026/ses-shortstories01/sub-026_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_2_eeg.npy,train,58368
sub-026,ses-shortstories01,run-05_desc-preproc-audio-audiobook_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-026/ses-shortstories01/sub-026_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_3_eeg.npy,train,61760
sub-026,ses-shortstories01,run-04_desc-preproc-audio-audiobook_5_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-026/ses-shortstories01/sub-026_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_5_3_eeg.npy,train,61120
sub-026,ses-shortstories01,run-08_desc-preproc-audio-audiobook_6_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-026/ses-shortstories01/sub-026_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_1_eeg.npy,train,53440
sub-026,ses-shortstories01,run-07_desc-preproc-audio-audiobook_2_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-026/ses-shortstories01/sub-026_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_2_2_eeg.npy,test,50752
sub-026,ses-shortstories01,run-10_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-026/ses-shortstories01/sub-026_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_1_eeg.npy,train,60065
sub-076,ses-varyingStories09,run-04_desc-preproc-audio-podcast_33,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-076/ses-varyingStories09/sub-076_ses-varyingStories09_task-listeningActive_run-04_desc-preproc-audio-podcast_33_eeg.npy,train,45632
sub-076,ses-varyingStories09,run-06_desc-preproc-audio-audiobook_14_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-076/ses-varyingStories09/sub-076_ses-varyingStories09_task-listeningActive_run-06_desc-preproc-audio-audiobook_14_2_eeg.npy,test,73664
sub-076,ses-varyingStories09,run-08_desc-preproc-audio-podcast_34,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-076/ses-varyingStories09/sub-076_ses-varyingStories09_task-listeningActive_run-08_desc-preproc-audio-podcast_34_eeg.npy,train,61760
sub-076,ses-varyingStories09,run-01_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-076/ses-varyingStories09/sub-076_ses-varyingStories09_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_eeg.npy,val,60096
sub-076,ses-varyingStories09,run-05_desc-preproc-audio-audiobook_14_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-076/ses-varyingStories09/sub-076_ses-varyingStories09_task-listeningActive_run-05_desc-preproc-audio-audiobook_14_1_eeg.npy,train,67520
sub-076,ses-varyingStories09,run-03_desc-preproc-audio-podcast_32,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-076/ses-varyingStories09/sub-076_ses-varyingStories09_task-listeningActive_run-03_desc-preproc-audio-podcast_32_eeg.npy,train,60544
sub-074,ses-varyingStories09,run-04_desc-preproc-audio-audiobook_14_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-074/ses-varyingStories09/sub-074_ses-varyingStories09_task-listeningActive_run-04_desc-preproc-audio-audiobook_14_2_eeg.npy,val,73664
sub-074,ses-varyingStories09,run-03_desc-preproc-audio-audiobook_14_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-074/ses-varyingStories09/sub-074_ses-varyingStories09_task-listeningActive_run-03_desc-preproc-audio-audiobook_14_1_eeg.npy,train,67520
sub-074,ses-varyingStories09,run-08_desc-preproc-audio-podcast_34,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-074/ses-varyingStories09/sub-074_ses-varyingStories09_task-listeningActive_run-08_desc-preproc-audio-podcast_34_eeg.npy,train,61760
sub-074,ses-varyingStories09,run-07_desc-preproc-audio-podcast_32,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-074/ses-varyingStories09/sub-074_ses-varyingStories09_task-listeningActive_run-07_desc-preproc-audio-podcast_32_eeg.npy,train,60544
sub-074,ses-varyingStories09,run-05_desc-preproc-audio-podcast_33,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-074/ses-varyingStories09/sub-074_ses-varyingStories09_task-listeningActive_run-05_desc-preproc-audio-podcast_33_eeg.npy,train,45632
sub-074,ses-varyingStories09,run-06_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-074/ses-varyingStories09/sub-074_ses-varyingStories09_task-listeningActive_run-06_desc-preproc-audio-audiobook_1_eeg.npy,test,60096
sub-049,ses-varyingStories06,run-02_desc-preproc-audio-audiobook_12_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-02_desc-preproc-audio-audiobook_12_1_eeg.npy,val,42368
sub-049,ses-varyingStories06,run-07_desc-preproc-audio-podcast_23,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-07_desc-preproc-audio-podcast_23_eeg.npy,train,54336
sub-049,ses-varyingStories06,run-09_desc-preproc-audio-podcast_21,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-09_desc-preproc-audio-podcast_21_eeg.npy,train,67648
sub-049,ses-varyingStories06,run-05_desc-preproc-audio-podcast_22,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-05_desc-preproc-audio-podcast_22_eeg.npy,train,40384
sub-049,ses-varyingStories06,run-03_desc-preproc-audio-audiobook_12_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-03_desc-preproc-audio-audiobook_12_2_eeg.npy,train,48768
sub-049,ses-varyingStories06,run-04_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-04_desc-preproc-audio-audiobook_1_eeg.npy,test,60096
sub-049,ses-varyingStories06,run-06_desc-preproc-audio-podcast_20,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-049/ses-varyingStories06/sub-049_ses-varyingStories06_task-listeningActive_run-06_desc-preproc-audio-podcast_20_eeg.npy,train,51136
sub-047,ses-varyingStories05,run-03_desc-preproc-audio-podcast_18,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-03_desc-preproc-audio-podcast_18_eeg.npy,train,73984
sub-047,ses-varyingStories05,run-09_desc-preproc-audio-podcast_16,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-09_desc-preproc-audio-podcast_16_eeg.npy,train,49600
sub-047,ses-varyingStories05,run-07_desc-preproc-audio-podcast_19,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-07_desc-preproc-audio-podcast_19_eeg.npy,train,65600
sub-047,ses-varyingStories05,run-08_desc-preproc-audio-podcast_17,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-08_desc-preproc-audio-podcast_17_eeg.npy,test,58560
sub-047,ses-varyingStories05,run-05_desc-preproc-audio-audiobook_11_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-05_desc-preproc-audio-audiobook_11_2_eeg.npy,train,38272
sub-047,ses-varyingStories05,run-04_desc-preproc-audio-audiobook_11_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-04_desc-preproc-audio-audiobook_11_1_eeg.npy,train,50816
sub-047,ses-varyingStories05,run-01_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-047/ses-varyingStories05/sub-047_ses-varyingStories05_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_eeg.npy,val,60096
sub-050,ses-varyingStories06,run-05_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-050/ses-varyingStories06/sub-050_ses-varyingStories06_task-listeningActive_run-05_desc-preproc-audio-audiobook_1_eeg.npy,train,60096
sub-050,ses-varyingStories06,run-04_desc-preproc-audio-podcast_22,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-050/ses-varyingStories06/sub-050_ses-varyingStories06_task-listeningActive_run-04_desc-preproc-audio-podcast_22_eeg.npy,test,40384
sub-050,ses-varyingStories06,run-03_desc-preproc-audio-podcast_23,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-050/ses-varyingStories06/sub-050_ses-varyingStories06_task-listeningActive_run-03_desc-preproc-audio-podcast_23_eeg.npy,val,54336
sub-050,ses-varyingStories06,run-02_desc-preproc-audio-audiobook_12_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-050/ses-varyingStories06/sub-050_ses-varyingStories06_task-listeningActive_run-02_desc-preproc-audio-audiobook_12_2_eeg.npy,train,48768
sub-045,ses-varyingStories04,run-08_desc-preproc-audio-podcast_15,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-08_desc-preproc-audio-podcast_15_eeg.npy,train,59136
sub-045,ses-varyingStories04,run-06_desc-preproc-audio-podcast_14,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-06_desc-preproc-audio-podcast_14_eeg.npy,val,64512
sub-045,ses-varyingStories04,run-04_desc-preproc-audio-podcast_13,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-04_desc-preproc-audio-podcast_13_eeg.npy,train,45184
sub-045,ses-varyingStories04,run-07_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-07_desc-preproc-audio-audiobook_1_eeg.npy,train,60096
sub-045,ses-varyingStories04,run-01_desc-preproc-audio-audiobook_10_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-01_desc-preproc-audio-audiobook_10_1_eeg.npy,test,39552
sub-045,ses-varyingStories04,run-05_desc-preproc-audio-podcast_10,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-05_desc-preproc-audio-podcast_10_eeg.npy,train,53632
sub-045,ses-varyingStories04,run-02_desc-preproc-audio-audiobook_10_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-045/ses-varyingStories04/sub-045_ses-varyingStories04_task-listeningActive_run-02_desc-preproc-audio-audiobook_10_2_eeg.npy,train,41856
sub-018,ses-shortstories01,run-09_desc-preproc-audio-audiobook_2_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,train,50752
sub-018,ses-shortstories01,run-05_desc-preproc-audio-audiobook_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_3_eeg.npy,train,61760
sub-018,ses-shortstories01,run-10_desc-preproc-audio-audiobook_2_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,train,50752
sub-018,ses-shortstories01,run-04_desc-preproc-audio-audiobook_4,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_4_eeg.npy,train,52224
sub-018,ses-shortstories01,run-08_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_1_eeg.npy,train,60096
sub-018,ses-shortstories01,run-06_desc-preproc-audio-audiobook_6_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_6_1_eeg.npy,train,53440
sub-018,ses-shortstories01,run-01_desc-preproc-audio-audiobook_5_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,val,58176
sub-018,ses-shortstories01,run-02_desc-preproc-audio-audiobook_5_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,train,58368
sub-018,ses-shortstories01,run-03_desc-preproc-audio-audiobook_5_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,test,61120
sub-018,ses-shortstories01,run-07_desc-preproc-audio-audiobook_6_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-018/ses-shortstories01/sub-018_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_2_eeg.npy,train,53440
sub-068,ses-varyingStories08,run-02_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-02_desc-preproc-audio-audiobook_1_eeg.npy,train,60096
sub-068,ses-varyingStories08,run-07_desc-preproc-audio-podcast_30,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-07_desc-preproc-audio-podcast_30_eeg.npy,train,62464
sub-068,ses-varyingStories08,run-05_desc-preproc-audio-audiobook_14_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-05_desc-preproc-audio-audiobook_14_1_eeg.npy,val,67520
sub-068,ses-varyingStories08,run-04_desc-preproc-audio-podcast_31,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-04_desc-preproc-audio-podcast_31_eeg.npy,test,56960
sub-068,ses-varyingStories08,run-06_desc-preproc-audio-audiobook_14_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-06_desc-preproc-audio-audiobook_14_2_eeg.npy,train,73664
sub-068,ses-varyingStories08,run-03_desc-preproc-audio-podcast_29,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-03_desc-preproc-audio-podcast_29_eeg.npy,train,57856
sub-068,ses-varyingStories08,run-09_desc-preproc-audio-podcast_28,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-068/ses-varyingStories08/sub-068_ses-varyingStories08_task-listeningActive_run-09_desc-preproc-audio-podcast_28_eeg.npy,train,51840
sub-021,ses-shortstories01,run-02_desc-preproc-audio-audiobook_1_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_1_2_shifted_eeg.npy,train,26944
sub-021,ses-shortstories01,run-08_desc-preproc-audio-audiobook_6_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_2_eeg.npy,train,53440
sub-021,ses-shortstories01,run-06_desc-preproc-audio-audiobook_5_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_5_3_eeg.npy,train,61120
sub-021,ses-shortstories01,run-05_desc-preproc-audio-audiobook_5_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_5_2_eeg.npy,val,58368
sub-021,ses-shortstories01,run-03_desc-preproc-audio-audiobook_4,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_4_eeg.npy,train,52224
sub-021,ses-shortstories01,run-04_desc-preproc-audio-audiobook_5_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_5_1_eeg.npy,train,58176
sub-021,ses-shortstories01,run-11_desc-preproc-audio-audiobook_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-11_desc-preproc-audio-audiobook_3_eeg.npy,test,61760
sub-021,ses-shortstories01,run-10_desc-preproc-audio-audiobook_2_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,train,50752
sub-021,ses-shortstories01,run-01_desc-preproc-audio-audiobook_1_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_1_eeg.npy,train,29440
sub-021,ses-shortstories01,run-09_desc-preproc-audio-audiobook_2_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,train,50752
sub-021,ses-shortstories01,run-07_desc-preproc-audio-audiobook_6_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-021/ses-shortstories01/sub-021_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_1_eeg.npy,train,53440
sub-016,ses-shortstories01,run-05_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_1_eeg.npy,train,60096
sub-016,ses-shortstories01,run-02_desc-preproc-audio-audiobook_5_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,val,58368
sub-016,ses-shortstories01,run-01_desc-preproc-audio-audiobook_5_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,train,58176
sub-016,ses-shortstories01,run-10_desc-preproc-audio-audiobook_2_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,train,50752
sub-016,ses-shortstories01,run-09_desc-preproc-audio-audiobook_2_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,train,50752
sub-016,ses-shortstories01,run-03_desc-preproc-audio-audiobook_5_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,train,61120
sub-016,ses-shortstories01,run-06_desc-preproc-audio-audiobook_4,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_4_eeg.npy,train,52224
sub-016,ses-shortstories01,run-07_desc-preproc-audio-audiobook_6_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_1_eeg.npy,train,53440
sub-016,ses-shortstories01,run-04_desc-preproc-audio-audiobook_3,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_3_eeg.npy,test,61760
sub-016,ses-shortstories01,run-08_desc-preproc-audio-audiobook_6_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_2_eeg.npy,train,53440
sub-066,ses-varyingStories08,run-02_desc-preproc-audio-audiobook_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-02_desc-preproc-audio-audiobook_1_eeg.npy,train,60096
sub-066,ses-varyingStories08,run-03_desc-preproc-audio-audiobook_14_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-03_desc-preproc-audio-audiobook_14_1_eeg.npy,train,67520
sub-066,ses-varyingStories08,run-04_desc-preproc-audio-audiobook_14_2,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-04_desc-preproc-audio-audiobook_14_2_eeg.npy,train,73664
sub-066,ses-varyingStories08,run-01_desc-preproc-audio-podcast_29,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-01_desc-preproc-audio-podcast_29_eeg.npy,val,57856
sub-066,ses-varyingStories08,run-07_desc-preproc-audio-podcast_31,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-07_desc-preproc-audio-podcast_31_eeg.npy,test,56960
sub-066,ses-varyingStories08,run-09_desc-preproc-audio-podcast_28,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-09_desc-preproc-audio-podcast_28_eeg.npy,train,51840
sub-066,ses-varyingStories08,run-08_desc-preproc-audio-podcast_30,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-066/ses-varyingStories08/sub-066_ses-varyingStories08_task-listeningActive_run-08_desc-preproc-audio-podcast_30_eeg.npy,train,62464
sub-039,ses-varyingStories03,run-07_desc-preproc-audio-podcast_12,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-039/ses-varyingStories03/sub-039_ses-varyingStories03_task-listeningActive_run-07_desc-preproc-audio-podcast_12_eeg.npy,test,67520
sub-039,ses-varyingStories03,run-08_desc-preproc-audio-podcast_10,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-039/ses-varyingStories03/sub-039_ses-varyingStories03_task-listeningActive_run-08_desc-preproc-audio-podcast_10_eeg.npy,train,53632
sub-039,ses-varyingStories03,run-05_desc-preproc-audio-podcast_11,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-039/ses-varyingStories03/sub-039_ses-varyingStories03_task-listeningActive_run-05_desc-preproc-audio-podcast_11_eeg.npy,val,57728
sub-039,ses-varyingStories03,run-04_desc-preproc-audio-podcast_9,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-039/ses-varyingStories03/sub-039_ses-varyingStories03_task-listeningActive_run-04_desc-preproc-audio-podcast_9_eeg.npy,train,76416
sub-039,ses-varyingStories03,run-01_desc-preproc-audio-audiobook_9_1,/fs/scratch/PAS2301/kumar1109/SparrKULee/derivatives/preprocessed_eeg/sub-039/ses-varyingStories03/sub-039_ses-varyingStories03_task-listeningActive_run-01_desc-preproc-audio-audiobook_9_1_eeg.npy,train,41536
